time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),dia_de_la_semana,semana_del_mes,semana_del_anio,anio,mes,dia,trimestre,es_fin_de_semana,es_festivo_mexico,dia_partido,es_dia_laborable,estacion,count,weathercode_1,weathercode_2,weathercode_3,weathercode_51,weathercode_53,weathercode_55,weathercode_61,weathercode_63,weathercode_65,weathercode_71
2018-05-23,27.4,20.8,24.3,30.6,24.1,27.4,1.7,1.7,0.0,9,14.2,32.8,108,18.03,3.68,2,21,21,2018,5,23,2,0,0,0,1,1,100,0,0,0,1,0,0,0,0,0,0
2021-08-01,34.7,23.5,28.7,38.0,26.1,31.0,1.2,1.2,0.0,1,16.3,33.1,99,26.56,6.44,6,32,32,2021,8,1,3,1,0,1,0,2,40,0,0,0,0,0,1,0,0,0,0
2017-08-10,30.9,22.0,26.0,32.6,25.0,28.1,0.0,0.0,0.0,0,22.7,50.0,109,22.37,5.26,3,33,33,2017,8,10,3,0,0,0,1,2,71,1,0,0,0,0,0,0,0,0,0
2018-08-05,26.7,20.1,23.7,27.3,22.6,25.2,0.7,0.7,0.0,3,17.4,46.8,112,13.09,3.24,6,32,32,2018,8,5,3,1,0,1,0,2,51,0,0,0,1,0,0,0,0,0,0
2022-02-07,12.0,7.9,10.0,9.4,6.4,8.1,6.0,6.0,0.0,13,10.6,24.1,121,5.37,1.09,0,7,7,2022,2,7,1,0,1,1,0,4,36,0,0,0,0,0,0,1,0,0,0
2019-08-28,32.6,24.2,28.5,37.0,28.7,31.9,0.0,0.0,0.0,0,13.7,30.6,96,22.1,5.24,2,35,35,2019,8,28,3,0,0,0,1,2,87,0,0,1,0,0,0,0,0,0,0
2019-08-04,34.6,25.3,29.7,37.8,27.8,32.2,0.4,0.4,0.0,1,9.4,28.4,106,26.28,6.22,6,32,32,2019,8,4,3,1,0,1,0,2,47,0,0,0,1,0,0,0,0,0,0
2021-05-25,32.7,21.1,26.2,35.3,23.6,29.0,1.3,1.3,0.0,2,14.0,34.2,109,24.93,5.67,1,22,22,2021,5,25,2,0,0,0,1,1,65,0,0,0,0,0,1,0,0,0,0
2017-08-22,32.5,23.1,27.3,35.0,26.3,30.0,0.2,0.2,0.0,1,14.2,32.8,96,24.95,5.82,1,35,35,2017,8,22,3,0,0,0,1,2,97,0,0,0,1,0,0,0,0,0,0
2022-01-17,21.5,10.2,15.4,19.0,6.8,12.5,0.0,0.0,0.0,0,11.3,27.7,327,18.08,3.67,0,4,4,2022,1,17,1,0,0,0,1,4,66,0,0,0,0,0,0,0,0,0,0
2019-10-15,31.3,20.5,25.7,35.5,23.2,29.0,0.0,0.0,0.0,0,9.3,21.6,99,19.92,4.19,1,42,42,2019,10,15,4,0,0,0,1,3,121,0,1,0,0,0,0,0,0,0,0
2020-02-16,25.5,14.2,19.8,26.7,13.6,20.3,0.0,0.0,0.0,0,9.6,22.3,105,19.3,3.69,6,8,8,2020,2,16,1,1,0,1,0,4,53,1,0,0,0,0,0,0,0,0,0
2022-08-22,35.4,26.3,30.8,38.0,29.1,33.0,0.0,0.0,0.0,0,8.5,29.9,24,21.93,5.47,0,35,35,2022,8,22,3,0,0,0,1,2,89,0,1,0,0,0,0,0,0,0,0
2019-02-07,29.0,15.5,21.4,28.7,14.0,20.9,0.6,0.6,0.0,3,16.4,42.1,12,17.02,4.02,3,6,6,2019,2,7,1,0,0,0,1,4,88,0,0,0,1,0,0,0,0,0,0
2019-04-24,29.5,17.4,23.5,32.0,18.7,25.5,0.4,0.4,0.0,2,10.7,27.0,58,24.72,5.02,2,17,17,2019,4,24,2,0,0,1,1,1,77,0,0,0,1,0,0,0,0,0,0
2020-03-08,22.6,12.0,17.1,22.0,11.4,16.3,0.2,0.2,0.0,1,14.6,36.4,108,13.53,2.81,6,11,11,2020,3,8,1,1,0,1,0,1,61,0,0,0,1,0,0,0,0,0,0
2018-06-24,31.1,22.1,26.3,36.9,25.1,29.9,0.0,0.0,0.0,0,14.7,32.8,111,27.67,5.87,6,26,26,2018,6,24,2,1,0,0,0,2,61,1,0,0,0,0,0,0,0,0,0
2020-04-30,26.8,19.4,22.7,28.2,21.6,24.3,0.7,0.7,0.0,3,17.5,42.8,115,21.33,4.38,3,18,18,2020,4,30,2,0,0,0,1,1,69,0,0,0,0,1,0,0,0,0,0
2018-06-16,32.2,21.6,26.2,35.1,24.9,28.8,0.5,0.5,0.0,2,15.4,41.8,114,23.44,5.47,5,24,24,2018,6,16,2,1,0,0,0,2,101,0,0,0,1,0,0,0,0,0,0
2018-09-14,27.7,20.6,23.9,32.5,23.5,27.4,2.2,2.2,0.0,9,11.1,26.3,336,18.27,3.64,4,37,37,2018,9,14,3,0,0,0,1,3,99,0,0,0,0,1,0,0,0,0,0
2020-11-12,26.2,18.3,21.8,27.4,20.0,23.5,0.0,0.0,0.0,0,12.7,32.0,90,14.53,2.82,3,46,46,2020,11,12,4,0,0,0,1,3,56,0,1,0,0,0,0,0,0,0,0
2020-11-20,24.1,14.7,18.8,24.1,15.0,18.9,0.0,0.0,0.0,0,13.1,33.5,100,16.77,3.15,4,47,47,2020,11,20,4,0,0,0,1,3,83,1,0,0,0,0,0,0,0,0,0
2021-11-17,28.2,14.3,21.2,28.9,13.8,21.5,0.0,0.0,0.0,0,9.2,21.2,131,17.11,3.37,2,47,47,2021,11,17,4,0,0,0,1,3,76,1,0,0,0,0,0,0,0,0,0
2022-06-16,34.5,20.5,27.6,33.2,22.0,27.4,0.0,0.0,0.0,0,25.0,58.7,333,29.41,8.24,3,25,25,2022,6,16,2,0,0,0,1,2,94,0,0,0,0,0,0,0,0,0,0
2022-11-11,30.9,18.8,23.7,31.6,19.5,24.8,0.7,0.7,0.0,2,16.3,34.9,55,17.28,3.82,4,46,46,2022,11,11,4,0,0,0,1,3,108,0,0,0,0,1,0,0,0,0,0
2018-10-25,23.4,15.6,19.2,25.7,16.4,20.7,0.0,0.0,0.0,0,8.5,20.9,92,16.09,2.88,3,43,43,2018,10,25,4,0,0,0,1,3,96,0,1,0,0,0,0,0,0,0,0
2018-03-06,22.8,14.5,18.5,24.5,15.0,19.2,12.2,12.2,0.0,13,13.0,29.5,17,4.89,1.11,1,10,10,2018,3,6,1,0,0,0,1,1,101,0,0,0,0,0,0,1,0,0,0
2021-10-25,30.0,18.8,24.5,32.5,19.4,26.7,0.0,0.0,0.0,0,12.7,31.3,121,19.02,4.09,0,44,44,2021,10,25,4,0,0,0,1,3,84,0,0,1,0,0,0,0,0,0,0
2017-06-17,38.3,24.0,31.3,38.8,24.8,31.4,0.0,0.0,0.0,0,11.7,32.0,131,29.03,7.88,5,25,25,2017,6,17,2,1,0,0,0,2,67,0,0,0,0,0,0,0,0,0,0
2018-05-08,27.2,17.2,22.2,30.2,18.1,23.5,0.0,0.0,0.0,0,13.2,33.5,112,29.18,5.73,1,19,19,2018,5,8,2,0,0,0,1,1,103,0,0,0,0,0,0,0,0,0,0
2022-11-02,23.0,16.9,19.3,24.1,18.4,20.9,3.4,3.4,0.0,10,13.1,30.2,0,11.99,2.18,2,45,45,2022,11,2,4,0,0,0,1,3,68,0,0,0,0,1,0,0,0,0,0
2022-05-07,37.2,22.6,29.8,39.0,24.8,31.7,0.0,0.0,0.0,0,12.1,31.0,325,27.63,7.04,5,19,19,2022,5,7,2,1,0,0,0,1,74,1,0,0,0,0,0,0,0,0,0
2020-01-05,21.5,8.1,15.2,20.5,5.7,13.7,0.0,0.0,0.0,0,7.6,18.7,146,16.86,2.92,6,2,2,2020,1,5,1,1,0,0,0,4,38,0,0,0,0,0,0,0,0,0,0
2020-05-16,31.6,21.8,26.7,36.4,24.3,29.9,0.5,0.5,0.0,2,13.8,25.6,107,26.47,5.7,5,20,20,2020,5,16,2,1,0,0,0,1,36,0,0,0,1,0,0,0,0,0,0
2022-02-20,22.6,9.9,15.8,22.3,7.8,15.0,0.0,0.0,0.0,0,11.3,28.8,4,20.16,3.44,6,9,9,2022,2,20,1,1,0,1,0,4,46,1,0,0,0,0,0,0,0,0,0
2018-06-17,31.0,21.6,25.8,34.1,25.1,29.3,2.8,2.8,0.0,5,11.8,32.8,105,20.62,4.49,6,25,25,2018,6,17,2,1,0,0,0,2,47,0,0,0,0,0,0,1,0,0,0
2021-02-07,22.8,13.5,18.1,20.6,11.1,15.9,0.0,0.0,0.0,0,16.1,40.0,109,17.85,3.86,6,7,7,2021,2,7,1,1,0,1,0,4,32,1,0,0,0,0,0,0,0,0,0
2018-11-27,15.9,8.8,12.0,13.5,6.5,9.6,0.0,0.0,0.0,0,12.0,29.9,87,15.24,2.5,1,48,48,2018,11,27,4,0,0,0,1,3,109,1,0,0,0,0,0,0,0,0,0
2021-12-16,27.4,16.3,21.4,28.0,15.9,21.8,0.0,0.0,0.0,0,9.2,24.1,113,15.42,3.16,3,51,51,2021,12,16,4,0,0,0,1,4,105,1,0,0,0,0,0,0,0,0,0
2021-06-19,31.3,21.9,26.7,33.0,23.7,28.3,0.8,0.8,0.0,3,13.8,35.6,103,22.26,5.4,5,25,25,2021,6,19,2,1,0,0,0,2,72,0,0,0,1,0,0,0,0,0,0
2019-04-15,28.4,14.0,20.7,27.7,12.4,19.6,0.0,0.0,0.0,0,17.1,42.1,106,26.92,5.92,0,16,16,2019,4,15,2,0,0,1,1,1,66,1,0,0,0,0,0,0,0,0,0
2021-02-04,34.5,15.2,24.1,31.2,13.0,22.1,0.0,0.0,0.0,0,15.3,37.1,309,19.49,5.11,3,6,6,2021,2,4,1,0,0,0,1,4,68,0,0,0,0,0,0,0,0,0,0
2022-01-11,14.3,7.8,10.5,10.5,4.9,7.6,0.0,0.0,0.0,0,13.7,32.0,12,14.91,2.48,1,3,3,2022,1,11,1,0,0,0,1,4,58,0,1,0,0,0,0,0,0,0,0
2018-11-19,15.7,12.9,14.3,15.7,12.8,14.4,1.0,1.0,0.0,7,7.9,20.2,43,5.98,1.0,0,47,47,2018,11,19,4,0,1,0,0,3,49,0,0,0,1,0,0,0,0,0,0
2017-12-16,13.1,6.1,9.2,12.4,3.9,7.7,6.0,6.0,0.0,12,8.7,29.9,72,8.23,1.17,5,51,51,2017,12,16,4,1,0,0,0,4,80,0,0,0,0,0,1,0,0,0,0
2017-07-09,29.6,20.6,24.7,30.0,23.4,26.2,0.0,0.0,0.0,0,21.8,50.0,114,20.82,5.02,6,29,29,2017,7,9,3,1,0,0,0,2,32,1,0,0,0,0,0,0,0,0,0
2018-05-10,27.0,17.6,22.1,29.5,18.9,23.7,0.0,0.0,0.0,0,14.4,35.3,112,25.91,4.99,3,19,19,2018,5,10,2,0,0,0,1,1,91,0,1,0,0,0,0,0,0,0,0
2018-02-21,26.6,15.8,20.8,28.9,16.3,21.8,0.1,0.1,0.0,1,10.7,31.3,118,17.16,3.43,2,8,8,2018,2,21,1,0,0,1,1,4,92,0,0,0,1,0,0,0,0,0,0
2021-04-01,16.6,10.3,13.0,17.4,8.6,11.7,5.8,5.8,0.0,11,13.8,29.9,67,6.87,1.31,3,14,14,2021,4,1,2,0,0,0,1,1,46,0,0,0,0,1,0,0,0,0,0
2017-05-25,33.1,19.3,26.0,36.8,20.5,28.6,0.0,0.0,0.0,0,14.6,36.0,126,29.38,6.49,3,22,22,2017,5,25,2,0,0,0,1,1,65,1,0,0,0,0,0,0,0,0,0
2021-03-15,28.0,15.4,21.1,28.5,13.5,20.1,0.0,0.0,0.0,0,11.7,27.4,88,25.04,5.43,0,12,12,2021,3,15,1,0,1,0,0,1,39,1,0,0,0,0,0,0,0,0,0
2017-07-02,33.2,21.8,27.3,34.8,25.0,29.3,0.0,0.0,0.0,0,17.9,46.8,113,24.72,6.22,6,28,28,2017,7,2,3,1,0,0,0,2,61,1,0,0,0,0,0,0,0,0,0
2019-03-25,26.0,17.2,21.9,29.3,18.1,23.9,0.2,0.2,0.0,1,11.0,27.4,47,17.54,3.44,0,13,13,2019,3,25,1,0,0,0,1,1,91,0,0,0,1,0,0,0,0,0,0
2019-02-06,27.3,18.8,22.7,28.3,19.0,23.7,0.0,0.0,0.0,0,8.2,20.5,150,14.88,3.18,2,6,6,2019,2,6,1,0,0,0,1,4,99,1,0,0,0,0,0,0,0,0,0
2022-08-07,34.5,22.3,28.1,35.2,24.7,29.0,0.1,0.1,0.0,1,19.6,48.2,338,25.46,7.01,6,33,33,2022,8,7,3,1,0,1,0,2,45,0,0,0,1,0,0,0,0,0,0
2020-11-15,26.0,18.4,22.1,26.3,17.7,21.8,0.0,0.0,0.0,0,15.0,32.8,353,13.42,3.22,6,47,47,2020,11,15,4,1,0,0,0,3,43,0,1,0,0,0,0,0,0,0,0
2019-03-03,29.1,16.2,22.3,32.2,16.2,23.9,6.0,6.0,0.0,6,16.6,35.3,54,19.55,4.1,6,10,10,2019,3,3,1,1,0,1,0,1,81,0,0,0,0,0,0,1,0,0,0
2019-12-07,20.9,15.2,17.7,20.9,14.8,17.6,0.0,0.0,0.0,0,12.0,28.1,95,14.15,2.43,5,49,49,2019,12,7,4,1,0,0,0,4,88,0,0,1,0,0,0,0,0,0,0
2019-04-21,31.1,17.6,24.1,32.2,17.1,24.1,0.0,0.0,0.0,0,13.7,31.7,106,27.95,6.37,6,17,17,2019,4,21,2,1,0,1,0,1,34,0,0,0,0,0,0,0,0,0,0
2019-11-16,18.1,9.4,13.3,17.2,7.3,11.8,0.0,0.0,0.0,0,11.6,27.7,96,17.49,2.7,5,46,46,2019,11,16,4,1,0,0,0,3,98,1,0,0,0,0,0,0,0,0,0
2017-07-04,36.1,23.4,29.4,37.5,26.9,30.8,0.0,0.0,0.0,0,19.4,54.4,112,28.18,7.43,1,28,28,2017,7,4,3,0,0,0,1,2,79,0,0,0,0,0,0,0,0,0,0
2022-05-14,32.1,21.1,26.5,35.1,23.5,28.5,0.0,0.0,0.0,0,13.4,29.9,352,28.32,6.43,5,20,20,2022,5,14,2,1,0,0,0,1,62,0,1,0,0,0,0,0,0,0,0
2019-08-18,35.5,25.0,30.1,39.0,27.7,32.4,0.0,0.0,0.0,0,12.7,34.9,103,25.65,6.57,6,34,34,2019,8,18,3,1,0,1,0,2,54,1,0,0,0,0,0,0,0,0,0
2020-03-29,22.3,19.1,20.4,23.6,20.8,21.9,3.6,3.6,0.0,13,11.1,25.6,70,7.72,1.66,6,14,14,2020,3,29,1,1,0,0,0,1,38,0,0,0,0,1,0,0,0,0,0
2021-07-27,34.1,23.3,27.9,35.9,25.9,30.0,0.0,0.0,0.0,0,13.8,38.5,111,27.5,6.54,1,31,31,2021,7,27,3,0,0,0,1,2,74,0,0,0,0,0,0,0,0,0,0
2019-11-18,23.4,15.3,19.0,24.9,15.7,19.7,0.0,0.0,0.0,0,9.2,21.6,120,16.9,2.99,0,47,47,2019,11,18,4,0,1,0,0,3,48,1,0,0,0,0,0,0,0,0,0
2017-07-23,36.0,23.9,29.5,38.0,26.4,31.0,0.0,0.0,0.0,0,17.2,41.0,113,26.47,6.8,6,31,31,2017,7,23,3,1,0,1,0,2,37,1,0,0,0,0,0,0,0,0,0
2017-06-30,33.2,23.0,27.7,35.4,26.3,30.3,0.0,0.0,0.0,0,17.1,47.2,117,23.84,5.98,4,27,27,2017,6,30,2,0,0,0,1,2,71,1,0,0,0,0,0,0,0,0,0
2019-04-14,24.2,14.2,18.6,23.7,12.1,16.9,0.0,0.0,0.0,0,14.2,34.9,83,28.3,5.74,6,16,16,2019,4,14,2,1,0,0,0,1,59,0,0,0,0,0,0,0,0,0,0
2017-04-05,26.0,17.1,21.6,23.3,12.7,18.3,0.0,0.0,0.0,0,17.7,39.2,359,27.62,6.76,2,15,15,2017,4,5,2,0,0,0,1,1,90,0,0,0,0,0,0,0,0,0,0
2017-07-01,33.7,22.4,27.7,35.9,25.8,29.7,0.2,0.2,0.0,1,23.1,58.0,114,25.48,6.51,5,27,27,2017,7,1,3,1,0,0,0,2,63,0,0,0,1,0,0,0,0,0,0
2021-08-26,32.4,23.7,27.8,34.1,26.1,29.7,0.0,0.0,0.0,0,14.5,38.2,105,24.05,5.84,3,35,35,2021,8,26,3,0,0,0,1,2,60,1,0,0,0,0,0,0,0,0,0
2021-02-21,24.9,9.0,16.4,25.8,7.0,15.6,0.0,0.0,0.0,0,10.1,24.1,72,21.27,3.95,6,9,9,2021,2,21,1,1,0,0,0,4,31,1,0,0,0,0,0,0,0,0,0
2019-07-02,31.0,21.5,26.2,34.6,23.8,29.0,0.3,0.3,0.0,1,9.5,28.4,106,23.88,5.24,1,27,27,2019,7,2,3,0,0,0,1,2,72,0,0,0,1,0,0,0,0,0,0
2017-08-13,35.3,22.9,29.2,37.4,25.7,31.0,0.0,0.0,0.0,0,11.6,32.0,107,27.04,6.69,6,34,34,2017,8,13,3,1,0,1,0,2,48,1,0,0,0,0,0,0,0,0,0
2017-02-25,22.3,14.8,18.0,19.1,13.0,16.2,0.0,0.0,0.0,0,15.3,39.6,99,15.99,3.51,5,9,9,2017,2,25,1,1,0,0,0,4,65,0,0,1,0,0,0,0,0,0,0
2021-12-23,24.5,13.6,18.9,24.5,11.8,18.2,0.0,0.0,0.0,0,9.2,20.5,140,15.76,3.03,3,52,52,2021,12,23,4,0,0,0,1,4,89,1,0,0,0,0,0,0,0,0,0
2020-03-24,32.8,19.1,26.1,36.6,19.3,27.9,0.0,0.0,0.0,0,10.1,26.3,70,25.04,5.76,1,13,13,2020,3,24,1,0,0,0,1,1,51,0,0,0,0,0,0,0,0,0,0
2020-10-10,34.2,15.0,25.3,34.2,13.2,24.3,0.0,0.0,0.0,0,7.5,19.8,208,23.22,5.43,5,41,41,2020,10,10,4,1,0,0,0,3,72,1,0,0,0,0,0,0,0,0,0
2022-04-10,34.3,17.9,25.7,36.7,18.0,26.2,0.1,0.1,0.0,1,12.8,33.8,267,25.09,5.98,6,16,16,2022,4,10,2,1,0,1,0,1,39,0,0,0,1,0,0,0,0,0,0
2020-12-13,29.4,13.7,20.4,26.3,9.8,18.9,0.0,0.0,0.0,0,17.9,47.9,350,15.21,4.04,6,51,51,2020,12,13,4,1,0,0,0,4,39,1,0,0,0,0,0,0,0,0,0
2020-10-22,29.6,19.1,23.8,31.7,21.8,26.0,0.0,0.0,0.0,0,11.0,28.4,110,19.38,4.1,3,43,43,2020,10,22,4,0,0,0,1,3,69,0,1,0,0,0,0,0,0,0,0
2018-04-23,23.0,18.6,20.7,24.5,20.8,22.7,3.0,3.0,0.0,12,14.8,33.8,98,12.08,2.27,0,17,17,2018,4,23,2,0,0,0,1,1,72,0,0,0,1,0,0,0,0,0,0
2017-11-10,17.5,11.1,14.0,16.5,10.3,13.6,2.9,2.9,0.0,14,13.0,31.7,91,11.31,1.74,4,46,46,2017,11,10,4,0,0,1,1,3,120,0,0,0,1,0,0,0,0,0,0
2021-06-25,33.2,22.3,27.5,36.2,25.3,30.2,0.0,0.0,0.0,0,16.7,40.7,113,27.12,6.36,4,26,26,2021,6,25,2,0,0,0,1,2,79,1,0,0,0,0,0,0,0,0,0
2019-08-17,35.6,25.1,30.3,39.1,28.2,32.7,0.0,0.0,0.0,0,11.4,28.1,110,25.44,6.4,5,33,33,2019,8,17,3,1,0,0,0,2,78,0,0,0,0,0,0,0,0,0,0
2022-03-27,29.5,15.9,22.3,28.3,14.1,20.4,0.0,0.0,0.0,0,13.4,33.1,335,25.72,6.07,6,14,14,2022,3,27,1,1,0,0,0,1,39,1,0,0,0,0,0,0,0,0,0
2017-05-04,27.3,20.5,23.7,27.4,20.4,23.6,0.7,0.7,0.0,3,11.6,32.4,43,25.02,5.45,3,19,19,2017,5,4,2,0,0,0,1,1,83,0,0,0,1,0,0,0,0,0,0
2020-11-01,24.9,15.2,20.0,24.4,13.7,19.3,0.0,0.0,0.0,0,11.7,29.2,67,19.58,3.84,6,45,45,2020,11,1,4,1,0,1,0,3,29,1,0,0,0,0,0,0,0,0,0
2018-11-17,20.6,11.4,15.8,20.4,9.8,15.3,0.0,0.0,0.0,0,7.9,18.0,65,14.82,2.51,5,46,46,2018,11,17,4,1,0,0,0,3,91,1,0,0,0,0,0,0,0,0,0
2020-06-30,32.1,23.1,27.8,37.6,26.9,31.8,0.0,0.0,0.0,0,9.7,25.6,122,21.0,4.72,1,27,27,2020,6,30,2,0,0,0,1,2,61,1,0,0,0,0,0,0,0,0,0
2022-11-07,27.5,18.8,22.5,28.8,19.6,23.8,0.1,0.1,0.0,1,15.8,36.4,339,16.68,3.46,0,46,46,2022,11,7,4,0,0,0,1,3,115,0,0,0,1,0,0,0,0,0,0
2019-04-07,29.3,16.8,23.2,28.8,16.4,23.2,0.0,0.0,0.0,0,12.1,34.6,334,25.88,5.64,6,15,15,2019,4,7,2,1,0,1,0,1,56,0,0,1,0,0,0,0,0,0,0
2017-01-14,22.7,14.7,18.1,21.1,15.0,17.8,0.0,0.0,0.0,0,20.1,45.4,111,11.08,2.32,5,3,3,2017,1,14,1,1,0,0,0,4,66,0,0,1,0,0,0,0,0,0,0
2019-10-29,28.1,18.9,23.1,31.0,21.0,25.6,0.0,0.0,0.0,0,9.8,24.5,86,17.34,3.39,1,44,44,2019,10,29,4,0,0,0,1,3,96,0,1,0,0,0,0,0,0,0,0
2019-03-18,14.0,9.0,11.1,11.8,7.7,9.7,9.6,9.6,0.0,14,12.9,29.5,87,12.41,1.83,0,12,12,2019,3,18,1,0,1,0,0,1,38,0,0,0,0,0,0,1,0,0,0
2018-06-02,36.3,23.3,29.5,37.8,25.1,31.0,0.0,0.0,0.0,0,16.5,40.0,121,29.82,7.6,5,22,22,2018,6,2,2,1,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0
2022-01-22,10.2,2.9,6.2,6.9,0.1,3.5,0.9,0.9,0.0,8,14.0,32.8,7,12.54,1.58,5,4,4,2022,1,22,1,1,0,0,0,4,68,0,0,0,1,0,0,0,0,0,0
2017-09-02,32.5,22.7,27.5,33.4,25.2,28.9,0.0,0.0,0.0,0,13.8,36.7,106,23.44,5.83,5,36,36,2017,9,2,3,1,0,0,0,3,79,1,0,0,0,0,0,0,0,0,0
2018-01-21,25.6,11.7,18.0,25.2,10.9,17.6,0.0,0.0,0.0,0,8.2,19.4,154,13.74,2.7,6,4,4,2018,1,21,1,1,0,1,0,4,40,0,1,0,0,0,0,0,0,0,0
2021-09-21,34.2,23.6,28.4,36.1,26.1,30.5,2.1,2.1,0.0,3,12.2,29.5,56,22.22,5.22,1,39,39,2021,9,21,3,0,0,0,1,3,72,0,0,0,0,1,0,0,0,0,0
2021-01-27,19.8,11.3,15.9,20.7,8.0,13.0,0.0,0.0,0.0,0,14.7,37.1,6,16.46,3.65,2,5,5,2021,1,27,1,0,0,0,1,4,47,1,0,0,0,0,0,0,0,0,0
2022-09-02,32.5,23.5,27.0,35.3,27.4,30.1,1.1,1.1,0.0,4,15.0,39.6,351,22.57,5.26,4,36,36,2022,9,2,3,0,0,0,1,3,120,0,0,0,0,1,0,0,0,0,0
2020-11-21,24.1,16.5,19.6,24.2,16.6,20.3,0.2,0.2,0.0,2,15.8,37.1,106,12.41,2.41,5,47,47,2020,11,21,4,1,0,0,0,3,58,0,0,0,1,0,0,0,0,0,0
2020-01-18,23.7,15.9,19.8,25.1,16.3,20.8,1.4,1.4,0.0,6,10.5,23.4,13,12.01,2.35,5,3,3,2020,1,18,1,1,0,0,0,4,62,0,0,0,1,0,0,0,0,0,0
2017-06-27,31.1,23.2,25.7,33.9,26.6,29.3,7.5,7.5,0.0,6,13.2,36.0,72,21.96,4.55,1,27,27,2017,6,27,2,0,0,0,1,2,86,0,0,0,0,0,0,0,1,0,0
2020-01-14,25.2,15.9,20.4,26.8,15.2,21.1,0.0,0.0,0.0,0,7.3,20.9,115,16.35,3.02,1,3,3,2020,1,14,1,0,0,0,1,4,95,1,0,0,0,0,0,0,0,0,0
2021-11-15,26.4,14.3,20.3,26.6,13.1,20.3,0.0,0.0,0.0,0,9.0,23.4,161,18.0,3.5,0,47,47,2021,11,15,4,0,1,0,0,3,47,0,0,0,0,0,0,0,0,0,0
2021-04-18,17.0,12.7,14.3,15.6,11.5,13.1,0.1,0.1,0.0,1,9.7,22.3,63,14.78,2.56,6,17,17,2021,4,18,2,1,0,0,0,1,57,0,0,0,1,0,0,0,0,0,0
2021-10-28,27.7,18.5,22.6,26.3,18.0,21.3,0.0,0.0,0.0,0,10.4,24.5,74,20.59,4.48,3,44,44,2021,10,28,4,0,0,0,1,3,85,0,0,0,0,0,0,0,0,0,0
2022-04-11,35.4,18.1,28.0,32.5,15.9,25.8,0.0,0.0,0.0,0,21.0,46.4,173,26.29,7.31,0,16,16,2022,4,11,2,0,0,0,1,1,59,0,1,0,0,0,0,0,0,0,0
2022-09-28,26.9,20.2,23.0,27.0,20.7,24.2,0.4,0.4,0.0,4,12.5,32.0,350,21.72,4.58,2,40,40,2022,9,28,3,0,0,0,1,3,87,0,0,0,1,0,0,0,0,0,0
2020-07-16,35.2,22.8,28.7,37.3,25.3,30.7,0.1,0.1,0.0,1,19.8,49.7,109,28.32,7.25,3,29,29,2020,7,16,3,0,0,0,1,2,56,0,0,0,1,0,0,0,0,0,0
2021-01-16,19.3,8.6,13.5,16.5,5.7,10.6,0.0,0.0,0.0,0,11.2,28.8,115,17.85,3.29,5,3,3,2021,1,16,1,1,0,0,0,4,53,1,0,0,0,0,0,0,0,0,0
2020-10-25,30.6,17.9,23.9,33.0,19.0,25.6,0.0,0.0,0.0,0,11.2,29.2,114,18.89,4.17,6,44,44,2020,10,25,4,1,0,1,0,3,43,1,0,0,0,0,0,0,0,0,0
2019-06-24,33.9,23.7,28.4,38.5,28.3,32.3,2.8,2.8,0.0,4,13.8,37.4,89,25.14,5.78,0,26,26,2019,6,24,2,0,0,0,1,2,67,0,0,0,0,0,0,1,0,0,0
2018-02-16,26.6,16.2,21.8,30.0,16.4,23.3,0.0,0.0,0.0,0,9.7,23.0,62,19.88,3.81,4,7,7,2018,2,16,1,0,0,0,1,4,112,0,0,0,0,0,0,0,0,0,0
2017-10-26,26.6,13.5,20.4,28.1,12.7,20.7,0.0,0.0,0.0,0,11.0,26.6,138,20.35,3.91,3,44,44,2017,10,26,4,0,0,1,1,3,76,1,0,0,0,0,0,0,0,0,0
2017-01-23,25.7,13.2,19.0,24.1,10.6,16.8,0.0,0.0,0.0,0,10.2,24.8,141,18.24,3.94,0,5,5,2017,1,23,1,0,0,0,1,4,100,0,0,0,0,0,0,0,0,0,0
2022-08-18,35.3,24.3,29.0,38.0,27.3,31.2,0.1,0.1,0.0,1,14.8,37.8,356,24.4,6.22,3,34,34,2022,8,18,3,0,0,0,1,2,101,0,0,0,1,0,0,0,0,0,0
2021-09-04,32.9,22.8,27.7,35.2,25.6,29.4,0.1,0.1,0.0,1,16.2,39.2,113,23.36,6.0,5,36,36,2021,9,4,3,1,0,0,0,3,65,0,0,0,1,0,0,0,0,0,0
2019-10-07,27.9,21.2,24.8,29.9,23.0,27.1,1.7,1.7,0.0,6,12.0,29.5,37,16.63,3.46,0,41,41,2019,10,7,4,0,0,0,1,3,111,0,0,0,0,1,0,0,0,0,0
2020-12-31,17.6,8.9,12.9,11.6,5.1,9.1,6.6,6.6,0.0,7,26.8,63.0,307,15.41,3.3,3,53,53,2020,12,31,4,0,0,0,1,4,59,0,0,0,0,0,0,1,0,0,0
2019-05-25,31.8,21.7,26.7,34.5,24.8,28.9,0.0,0.0,0.0,0,17.8,43.6,115,24.37,5.89,5,21,21,2019,5,25,2,1,0,0,0,1,60,0,1,0,0,0,0,0,0,0,0
